date,type,tree0,tree1,tree2,tree3
1982,B,"
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[3.85, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[3.85, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=0] - [[1.11, 'TargBetweenness']]
    GTreeNodeBase [Childs=0] - [[12.91, 'TargClustering']]
  GTreeNodeBase [Childs=0] - [[3.85, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[0.75, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [max]
  GTreeNodeBase [Childs=2] - [/]
    GTreeNodeBase [Childs=0] - [[0.75, 'CommonNeighbors']]
    GTreeNodeBase [Childs=0] - [[0.75, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[3.85, 'CommonNeighbors']]
"
1982,C,"
GTreeNodeBase [Childs=0] - [[5.17, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[2.57, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[3.33, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[5.17, 'Loop']]
"
1982,L,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=2] - [max]
    GTreeNodeBase [Childs=0] - [[4.14, 'CommonNeighbors']]
    GTreeNodeBase [Childs=2] - [<]
      GTreeNodeBase [Childs=2] - [T]
        GTreeNodeBase [Childs=0] - [[0.52, 'NumberOfEdges']]
      GTreeNodeBase [Childs=0] - [[6.77, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=0] - [[0.5, 'NormalizedDistance']]
      GTreeNodeBase [Childs=2] - [<]
        GTreeNodeBase [Childs=0] - [[12.84, 'NormalizedRevDistance']]
        GTreeNodeBase [Childs=2] - [-]
          GTreeNodeBase [Childs=0] - [[3.65, 'Loop']]
          GTreeNodeBase [Childs=0] - [[3.65, 'Loop']]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=0] - [[0.75, 'NormalizedOrigId']]
      GTreeNodeBase [Childs=0] - [[1.83, 'Distance']]
  GTreeNodeBase [Childs=0] - [[8.07, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [N]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=0] - [[4.57, 'TargCoreN']]
  GTreeNodeBase [Childs=0] - [[8.07, 'SameCommunity']]
","
GTreeNodeBase [Childs=0] - [[6.09, 'Loop']]
"
1982,T,"
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[7.23, 'OrigDegree']]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=0] - [[0.69, 'TargClustering']]
    GTreeNodeBase [Childs=0] - [[13.04, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [<]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=0] - [[0.53, 'Distance']]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=2] - [inv]
        GTreeNodeBase [Childs=0] - [[5.4, 'OrigClustering']]
      GTreeNodeBase [Childs=0] - [[1.49, 'Loop']]
  GTreeNodeBase [Childs=0] - [[1.49, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[7.23, 'Loop']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[0.4, 'SameCommunity']]
  GTreeNodeBase [Childs=0] - [[5.4, 'OrigClustering']]
"
1982,TL,"
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[1.51, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[0.6, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[0.69, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[0.6, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[0.68, 'Loop']]
"
1983,A,"
GTreeNodeBase [Childs=0] - [[11.55, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[4.14, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[4.14, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[11.55, 'TargBetweenness']]
"
1983,B,"
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=2] - [opp]
    GTreeNodeBase [Childs=2] - [>]
      GTreeNodeBase [Childs=0] - [[2.18, 'NormalizedOrigDegree']]
      GTreeNodeBase [Childs=0] - [[3.79, 'NormalizedDistance']]
","
GTreeNodeBase [Childs=2] - [=]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[0.36, 'NormalizedOrigId']]
  GTreeNodeBase [Childs=2] - [+]
    GTreeNodeBase [Childs=0] - [[7.5, 'NormalizedDistance']]
    GTreeNodeBase [Childs=2] - [T]
      GTreeNodeBase [Childs=0] - [[3.31, 'TargId']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[6.21, 'OrigId']]
","
GTreeNodeBase [Childs=2] - [opp]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=0] - [[5.29, 'TargBetweenness']]
    GTreeNodeBase [Childs=0] - [[0.37, 'OrigClustering']]
"
1983,C,"
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[5.18, 'TargId']]
","
GTreeNodeBase [Childs=2] - [=]
  GTreeNodeBase [Childs=2] - [abs]
    GTreeNodeBase [Childs=2] - [<]
      GTreeNodeBase [Childs=2] - [*]
        GTreeNodeBase [Childs=0] - [[6.42, 'TargBetweenness']]
        GTreeNodeBase [Childs=2] - [+]
          GTreeNodeBase [Childs=0] - [[3.0, 'NormalizedDistance']]
          GTreeNodeBase [Childs=0] - [[12.32, 'OrigId']]
      GTreeNodeBase [Childs=2] - [/]
        GTreeNodeBase [Childs=0] - [[4.54, 'Loop']]
        GTreeNodeBase [Childs=0] - [[2.61, 'OrigDegree']]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=0] - [[1.34, 'NormalizedRevDistance']]
    GTreeNodeBase [Childs=0] - [[0.32, 'NormalizedTargId']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[5.18, 'TargId']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[5.18, 'TargId']]
"
1983,L,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.52, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[4.78, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.52, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[4.78, 'CommonNeighbors']]
"
1983,T,"
GTreeNodeBase [Childs=2] - [opp]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=2] - [*]
      GTreeNodeBase [Childs=0] - [[7.1, 'TargId']]
      GTreeNodeBase [Childs=2] - [max]
        GTreeNodeBase [Childs=0] - [[0.31, 'OrigCloseness']]
        GTreeNodeBase [Childs=0] - [[2.4, 'OrigCoreN']]
","
GTreeNodeBase [Childs=2] - [opp]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=2] - [*]
      GTreeNodeBase [Childs=0] - [[7.1, 'TargId']]
      GTreeNodeBase [Childs=2] - [log]
        GTreeNodeBase [Childs=0] - [[6.58, 'TargDegree']]
","
GTreeNodeBase [Childs=2] - [opp]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=2] - [*]
      GTreeNodeBase [Childs=0] - [[0.61, 'OrigId']]
      GTreeNodeBase [Childs=2] - [max]
        GTreeNodeBase [Childs=0] - [[0.31, 'OrigCloseness']]
        GTreeNodeBase [Childs=0] - [[2.4, 'OrigCoreN']]
","
GTreeNodeBase [Childs=2] - [opp]
  GTreeNodeBase [Childs=0] - [[4.27, 'TargBetweenness']]
"
1983,TL,"
GTreeNodeBase [Childs=2] - [<]
  GTreeNodeBase [Childs=2] - [=]
    GTreeNodeBase [Childs=2] - [*]
      GTreeNodeBase [Childs=2] - [abs]
        GTreeNodeBase [Childs=2] - [T]
          GTreeNodeBase [Childs=2] - [<]
            GTreeNodeBase [Childs=0] - [[2.86, 'OrigId']]
            GTreeNodeBase [Childs=0] - [[2.42, 'OrigEccentricity']]
      GTreeNodeBase [Childs=0] - [[2.73, 'OrigCloseness']]
    GTreeNodeBase [Childs=2] - [abs]
      GTreeNodeBase [Childs=0] - [[1.22, 'OrigId']]
  GTreeNodeBase [Childs=2] - [+]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=2] - [min]
        GTreeNodeBase [Childs=0] - [[1.7, 'TargEccentricity']]
        GTreeNodeBase [Childs=2] - [-]
          GTreeNodeBase [Childs=0] - [[0.89, 'NormalizedRevDistance']]
          GTreeNodeBase [Childs=0] - [[3.28, 'TargCoreN']]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=0] - [[2.52, 'NormalizedTargId']]
      GTreeNodeBase [Childs=2] - [=]
        GTreeNodeBase [Childs=0] - [[4.44, 'TargCloseness']]
        GTreeNodeBase [Childs=2] - [N]
          GTreeNodeBase [Childs=2] - [*]
            GTreeNodeBase [Childs=0] - [[6.75, 'NormalizedOrigId']]
            GTreeNodeBase [Childs=0] - [[10.85, 'TargCoreN']]
","
GTreeNodeBase [Childs=2] - [<]
  GTreeNodeBase [Childs=2] - [=]
    GTreeNodeBase [Childs=2] - [*]
      GTreeNodeBase [Childs=2] - [abs]
        GTreeNodeBase [Childs=2] - [T]
          GTreeNodeBase [Childs=2] - [<]
            GTreeNodeBase [Childs=0] - [[2.86, 'OrigId']]
            GTreeNodeBase [Childs=0] - [[2.42, 'OrigEccentricity']]
      GTreeNodeBase [Childs=0] - [[2.73, 'OrigCloseness']]
    GTreeNodeBase [Childs=2] - [abs]
      GTreeNodeBase [Childs=0] - [[1.22, 'OrigId']]
  GTreeNodeBase [Childs=2] - [+]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=2] - [min]
        GTreeNodeBase [Childs=0] - [[1.7, 'TargEccentricity']]
        GTreeNodeBase [Childs=2] - [-]
          GTreeNodeBase [Childs=0] - [[0.89, 'NormalizedRevDistance']]
          GTreeNodeBase [Childs=0] - [[3.28, 'TargCoreN']]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=0] - [[2.52, 'NormalizedTargId']]
      GTreeNodeBase [Childs=2] - [=]
        GTreeNodeBase [Childs=0] - [[4.44, 'TargCloseness']]
        GTreeNodeBase [Childs=2] - [N]
          GTreeNodeBase [Childs=2] - [*]
            GTreeNodeBase [Childs=0] - [[2.42, 'OrigEccentricity']]
            GTreeNodeBase [Childs=0] - [[10.85, 'TargCoreN']]
","
GTreeNodeBase [Childs=2] - [<]
  GTreeNodeBase [Childs=2] - [=]
    GTreeNodeBase [Childs=2] - [T]
      GTreeNodeBase [Childs=2] - [abs]
        GTreeNodeBase [Childs=2] - [T]
          GTreeNodeBase [Childs=2] - [<]
            GTreeNodeBase [Childs=0] - [[1.3, 'OrigEccentricity']]
            GTreeNodeBase [Childs=0] - [[2.42, 'OrigEccentricity']]
    GTreeNodeBase [Childs=2] - [abs]
      GTreeNodeBase [Childs=0] - [[1.22, 'OrigId']]
  GTreeNodeBase [Childs=2] - [+]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=2] - [min]
        GTreeNodeBase [Childs=0] - [[1.7, 'TargEccentricity']]
        GTreeNodeBase [Childs=2] - [-]
          GTreeNodeBase [Childs=0] - [[0.89, 'NormalizedRevDistance']]
          GTreeNodeBase [Childs=0] - [[3.28, 'TargCoreN']]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=0] - [[2.52, 'NormalizedTargId']]
      GTreeNodeBase [Childs=2] - [=]
        GTreeNodeBase [Childs=0] - [[4.44, 'TargCloseness']]
        GTreeNodeBase [Childs=2] - [N]
          GTreeNodeBase [Childs=2] - [*]
            GTreeNodeBase [Childs=0] - [[6.75, 'NormalizedOrigId']]
            GTreeNodeBase [Childs=0] - [[10.85, 'TargCoreN']]
","
GTreeNodeBase [Childs=2] - [=]
  GTreeNodeBase [Childs=2] - [T]
    GTreeNodeBase [Childs=2] - [+]
      GTreeNodeBase [Childs=2] - [+]
        GTreeNodeBase [Childs=2] - [/]
          GTreeNodeBase [Childs=0] - [[4.94, 'TargId']]
          GTreeNodeBase [Childs=0] - [[13.3, 'NormalizedRevDistance']]
        GTreeNodeBase [Childs=2] - [inv]
          GTreeNodeBase [Childs=0] - [[2.42, 'OrigEccentricity']]
      GTreeNodeBase [Childs=2] - [log]
        GTreeNodeBase [Childs=0] - [[1.26, 'NormalizedOrigDegree']]
  GTreeNodeBase [Childs=2] - [abs]
    GTreeNodeBase [Childs=2] - [>]
      GTreeNodeBase [Childs=2] - [inv]
        GTreeNodeBase [Childs=0] - [[3.72, 'TargCoreN']]
      GTreeNodeBase [Childs=2] - [*]
        GTreeNodeBase [Childs=0] - [[6.45, 'NormalizedTargDegree']]
        GTreeNodeBase [Childs=2] - [/]
          GTreeNodeBase [Childs=0] - [[0.14, 'Random']]
          GTreeNodeBase [Childs=0] - [[5.84, 'Constant']]
"
1984,A,"
GTreeNodeBase [Childs=0] - [[0.11, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[0.11, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[6.85, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[0.11, 'TargBetweenness']]
"
1984,B,"
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[0.04, 'Loop']]
    GTreeNodeBase [Childs=2] - [*]
      GTreeNodeBase [Childs=0] - [[2.96, 'Loop']]
      GTreeNodeBase [Childs=0] - [[0.04, 'Loop']]
  GTreeNodeBase [Childs=0] - [[1.71, 'Loop']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [abs]
    GTreeNodeBase [Childs=0] - [[3.12, 'Loop']]
  GTreeNodeBase [Childs=2] - [inv]
    GTreeNodeBase [Childs=0] - [[2.58, 'TargCoreN']]
","
GTreeNodeBase [Childs=0] - [[0.04, 'Loop']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[5.32, 'NormalizedOrigDegree']]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=2] - [*]
      GTreeNodeBase [Childs=0] - [[5.14, 'Loop']]
      GTreeNodeBase [Childs=2] - [*]
        GTreeNodeBase [Childs=0] - [[2.96, 'Loop']]
        GTreeNodeBase [Childs=0] - [[1.07, 'Loop']]
    GTreeNodeBase [Childs=0] - [[1.71, 'Loop']]
"
1984,C,"
GTreeNodeBase [Childs=2] - [<]
  GTreeNodeBase [Childs=0] - [[9.57, 'OrigPagerank']]
  GTreeNodeBase [Childs=0] - [[7.07, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [<]
  GTreeNodeBase [Childs=2] - [H]
    GTreeNodeBase [Childs=2] - [>]
      GTreeNodeBase [Childs=2] - [min]
        GTreeNodeBase [Childs=0] - [[3.08, 'Random']]
        GTreeNodeBase [Childs=0] - [[2.76, 'OrigBetweenness']]
      GTreeNodeBase [Childs=2] - [<]
        GTreeNodeBase [Childs=0] - [[11.28, 'TargDegree']]
        GTreeNodeBase [Childs=2] - [min]
          GTreeNodeBase [Childs=0] - [[4.84, 'OrigDegree']]
          GTreeNodeBase [Childs=0] - [[0.41, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [+]
    GTreeNodeBase [Childs=0] - [[1.67, 'TargCoreN']]
    GTreeNodeBase [Childs=0] - [[12.08, 'NormalizedDistance']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [T]
    GTreeNodeBase [Childs=2] - [+]
      GTreeNodeBase [Childs=0] - [[6.71, 'OrigBetweenness']]
      GTreeNodeBase [Childs=2] - [<]
        GTreeNodeBase [Childs=2] - [inv]
          GTreeNodeBase [Childs=0] - [[4.88, 'SameCommunity']]
        GTreeNodeBase [Childs=2] - [N]
          GTreeNodeBase [Childs=0] - [[3.4, 'TargId']]
  GTreeNodeBase [Childs=0] - [[9.57, 'Loop']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [T]
    GTreeNodeBase [Childs=2] - [+]
      GTreeNodeBase [Childs=0] - [[9.57, 'Loop']]
      GTreeNodeBase [Childs=2] - [T]
        GTreeNodeBase [Childs=0] - [[4.93, 'NormalizedOrigDegree']]
  GTreeNodeBase [Childs=0] - [[9.57, 'Loop']]
"
1984,L,"
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[2.13, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[4.34, 'OrigClustering']]
","
GTreeNodeBase [Childs=0] - [[2.13, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[2.13, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[2.7, 'CommonNeighbors']]
"
1984,T,"
GTreeNodeBase [Childs=2] - [>]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=0] - [[3.65, 'Loop']]
    GTreeNodeBase [Childs=0] - [[4.15, 'NormalizedDistance']]
  GTreeNodeBase [Childs=2] - [abs]
    GTreeNodeBase [Childs=0] - [[5.89, 'OrigCloseness']]
","
GTreeNodeBase [Childs=2] - [>]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=0] - [[3.65, 'Loop']]
    GTreeNodeBase [Childs=0] - [[4.15, 'NormalizedDistance']]
  GTreeNodeBase [Childs=2] - [abs]
    GTreeNodeBase [Childs=0] - [[5.89, 'OrigCloseness']]
","
GTreeNodeBase [Childs=2] - [>]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=0] - [[3.65, 'Loop']]
    GTreeNodeBase [Childs=0] - [[26.12, 'SameCommunity']]
  GTreeNodeBase [Childs=2] - [/]
    GTreeNodeBase [Childs=0] - [[5.89, 'NormalizedRevDistance']]
    GTreeNodeBase [Childs=0] - [[2.91, 'Loop']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[0.76, 'Loop']]
  GTreeNodeBase [Childs=0] - [[21.65, 'CommonNeighbors']]
"
1984,TL,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.25, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.25, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.25, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.25, 'CommonNeighbors']]
"
1985,A,"
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [abs]
    GTreeNodeBase [Childs=0] - [[0.01, 'TargBetweenness']]
  GTreeNodeBase [Childs=0] - [[0.39, 'TargDegree']]
","
GTreeNodeBase [Childs=0] - [[0.01, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[0.01, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[0.01, 'TargBetweenness']]
"
1985,B,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=2] - [exp]
      GTreeNodeBase [Childs=0] - [[0.88, 'CommonNeighbors']]
    GTreeNodeBase [Childs=0] - [[1.41, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=2] - [exp]
      GTreeNodeBase [Childs=0] - [[0.88, 'CommonNeighbors']]
    GTreeNodeBase [Childs=0] - [[1.41, 'Loop']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=2] - [exp]
      GTreeNodeBase [Childs=0] - [[0.88, 'CommonNeighbors']]
    GTreeNodeBase [Childs=2] - [-]
      GTreeNodeBase [Childs=2] - [exp]
        GTreeNodeBase [Childs=0] - [[0.88, 'CommonNeighbors']]
      GTreeNodeBase [Childs=0] - [[1.41, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=2] - [exp]
      GTreeNodeBase [Childs=0] - [[0.88, 'CommonNeighbors']]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=0] - [[5.64, 'SameCommunity']]
"
1985,C,"
GTreeNodeBase [Childs=2] - [N]
  GTreeNodeBase [Childs=0] - [[4.11, 'Distance']]
","
GTreeNodeBase [Childs=0] - [[3.82, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[0.55, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[3.47, 'CommonNeighbors']]
"
1985,L,"
GTreeNodeBase [Childs=2] - [=]
  GTreeNodeBase [Childs=0] - [[0.74, 'NormalizedRevDistance']]
  GTreeNodeBase [Childs=2] - [=]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=2] - [opp]
        GTreeNodeBase [Childs=0] - [[3.88, 'TargCoreN']]
      GTreeNodeBase [Childs=2] - [log]
        GTreeNodeBase [Childs=0] - [[2.87, 'SameCommunity']]
    GTreeNodeBase [Childs=0] - [[1.66, 'NormalizedOrigId']]
","
GTreeNodeBase [Childs=2] - [>]
  GTreeNodeBase [Childs=0] - [[10.23, 'SameCommunity']]
  GTreeNodeBase [Childs=0] - [[2.96, 'NormalizedRevDistance']]
","
GTreeNodeBase [Childs=0] - [[0.58, 'Loop']]
","
GTreeNodeBase [Childs=2] - [=]
  GTreeNodeBase [Childs=0] - [[2.96, 'NormalizedRevDistance']]
  GTreeNodeBase [Childs=2] - [N]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=2] - [H]
        GTreeNodeBase [Childs=2] - [min]
          GTreeNodeBase [Childs=0] - [[2.23, 'NormalizedRevDistance']]
          GTreeNodeBase [Childs=0] - [[2.8, 'OrigEccentricity']]
      GTreeNodeBase [Childs=0] - [[2.83, 'OrigCoreN']]
"
1985,T,"
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=0] - [[5.17, 'Loop']]
    GTreeNodeBase [Childs=0] - [[4.18, 'NormalizedTargDegree']]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=0] - [[8.92, 'OrigBetweenness']]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=0] - [[7.43, 'OrigId']]
      GTreeNodeBase [Childs=2] - [>]
        GTreeNodeBase [Childs=0] - [[5.17, 'Loop']]
        GTreeNodeBase [Childs=0] - [[4.43, 'Random']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[5.17, 'Loop']]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=0] - [[8.92, 'OrigBetweenness']]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=0] - [[7.43, 'OrigId']]
      GTreeNodeBase [Childs=2] - [>]
        GTreeNodeBase [Childs=0] - [[5.17, 'Loop']]
        GTreeNodeBase [Childs=0] - [[4.43, 'Random']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[10.55, 'Loop']]
  GTreeNodeBase [Childs=0] - [[5.84, 'Loop']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[7.45, 'TargEccentricity']]
  GTreeNodeBase [Childs=2] - [+]
    GTreeNodeBase [Childs=0] - [[10.55, 'Loop']]
    GTreeNodeBase [Childs=2] - [>]
      GTreeNodeBase [Childs=0] - [[5.17, 'Loop']]
      GTreeNodeBase [Childs=2] - [max]
        GTreeNodeBase [Childs=0] - [[5.17, 'Loop']]
        GTreeNodeBase [Childs=0] - [[9.13, 'Constant']]
"
1985,TL,"
GTreeNodeBase [Childs=2] - [=]
  GTreeNodeBase [Childs=2] - [N]
    GTreeNodeBase [Childs=2] - [T]
      GTreeNodeBase [Childs=0] - [[0.12, 'NormalizedRevDistance']]
  GTreeNodeBase [Childs=2] - [inv]
    GTreeNodeBase [Childs=0] - [[2.11, 'OrigPagerank']]
","
GTreeNodeBase [Childs=2] - [=]
  GTreeNodeBase [Childs=2] - [=]
    GTreeNodeBase [Childs=2] - [N]
      GTreeNodeBase [Childs=0] - [[1.9, 'TargCoreN']]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=2] - [abs]
        GTreeNodeBase [Childs=2] - [-]
          GTreeNodeBase [Childs=0] - [[5.78, 'NormalizedRevDistance']]
          GTreeNodeBase [Childs=0] - [[3.14, 'NormalizedOrigDegree']]
  GTreeNodeBase [Childs=0] - [[0.52, 'Distance']]
","
GTreeNodeBase [Childs=2] - [=]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=2] - [T]
      GTreeNodeBase [Childs=0] - [[0.28, 'NormalizedDistance']]
    GTreeNodeBase [Childs=2] - [T]
      GTreeNodeBase [Childs=0] - [[4.24, 'TargId']]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=0] - [[3.15, 'OrigCloseness']]
    GTreeNodeBase [Childs=0] - [[7.22, 'NormalizedDistance']]
","
GTreeNodeBase [Childs=2] - [<]
  GTreeNodeBase [Childs=2] - [opp]
    GTreeNodeBase [Childs=0] - [[0.28, 'NormalizedDistance']]
  GTreeNodeBase [Childs=2] - [=]
    GTreeNodeBase [Childs=2] - [<]
      GTreeNodeBase [Childs=0] - [[1.9, 'Loop']]
      GTreeNodeBase [Childs=0] - [[0.28, 'NormalizedDistance']]
    GTreeNodeBase [Childs=2] - [<]
      GTreeNodeBase [Childs=2] - [/]
        GTreeNodeBase [Childs=0] - [[0.5, 'TargDegree']]
        GTreeNodeBase [Childs=0] - [[2.29, 'Random']]
      GTreeNodeBase [Childs=0] - [[0.12, 'NormalizedRevDistance']]
"
1986,A,"
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=0] - [[1.42, 'OrigBetweenness']]
","
GTreeNodeBase [Childs=0] - [[0.17, 'OrigBetweenness']]
","
GTreeNodeBase [Childs=0] - [[0.17, 'OrigBetweenness']]
","
GTreeNodeBase [Childs=0] - [[0.17, 'OrigBetweenness']]
"
1986,B,"
GTreeNodeBase [Childs=0] - [[2.54, 'Loop']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[3.63, 'OrigId']]
","
GTreeNodeBase [Childs=0] - [[2.54, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[0.26, 'Loop']]
"
