date,type,tree0,tree1,tree2,tree3
1992,L,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=2] - [/]
    GTreeNodeBase [Childs=0] - [[5.29, 'CommonNeighbors']]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=0] - [[5.29, 'TargDegree']]
      GTreeNodeBase [Childs=0] - [[6.57, 'OrigDegree']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=2] - [/]
    GTreeNodeBase [Childs=0] - [[5.29, 'CommonNeighbors']]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=2] - [*]
        GTreeNodeBase [Childs=2] - [>]
          GTreeNodeBase [Childs=0] - [[5.29, 'TargDegree']]
          GTreeNodeBase [Childs=0] - [[1.02, 'TargPagerank']]
        GTreeNodeBase [Childs=0] - [[5.34, 'OrigClustering']]
      GTreeNodeBase [Childs=0] - [[6.57, 'TargPagerank']]
","
GTreeNodeBase [Childs=0] - [[1.85, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[9.87, 'CommonNeighbors']]
"
1992,T,"
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[6.52, 'Loop']]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[6.52, 'Loop']]
    GTreeNodeBase [Childs=2] - [=]
      GTreeNodeBase [Childs=2] - [<]
        GTreeNodeBase [Childs=0] - [[1.8, 'OrigClustering']]
        GTreeNodeBase [Childs=0] - [[1.3, 'TargCoreN']]
      GTreeNodeBase [Childs=0] - [[9.01, 'OrigCloseness']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [H]
    GTreeNodeBase [Childs=0] - [[4.87, 'NormalizedRevDistance']]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[12.17, 'OrigCoreN']]
    GTreeNodeBase [Childs=2] - [=]
      GTreeNodeBase [Childs=2] - [<]
        GTreeNodeBase [Childs=0] - [[1.8, 'OrigClustering']]
        GTreeNodeBase [Childs=0] - [[1.3, 'TargCoreN']]
      GTreeNodeBase [Childs=0] - [[9.01, 'OrigCloseness']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[6.52, 'Loop']]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[7.89, 'Loop']]
    GTreeNodeBase [Childs=2] - [=]
      GTreeNodeBase [Childs=2] - [<]
        GTreeNodeBase [Childs=0] - [[1.8, 'OrigClustering']]
        GTreeNodeBase [Childs=0] - [[1.3, 'TargCoreN']]
      GTreeNodeBase [Childs=0] - [[9.01, 'OrigCloseness']]
","
GTreeNodeBase [Childs=0] - [[8.3, 'CommonNeighbors']]
"
1992,TL,"
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=2] - [max]
      GTreeNodeBase [Childs=0] - [[5.43, 'CommonNeighbors']]
      GTreeNodeBase [Childs=0] - [[5.51, 'Random']]
  GTreeNodeBase [Childs=2] - [log]
    GTreeNodeBase [Childs=0] - [[4.33, 'OrigDegree']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=2] - [max]
      GTreeNodeBase [Childs=0] - [[5.43, 'CommonNeighbors']]
      GTreeNodeBase [Childs=0] - [[5.51, 'Random']]
  GTreeNodeBase [Childs=0] - [[5.41, 'OrigCoreN']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=2] - [max]
      GTreeNodeBase [Childs=0] - [[5.43, 'CommonNeighbors']]
      GTreeNodeBase [Childs=0] - [[5.51, 'Random']]
  GTreeNodeBase [Childs=2] - [log]
    GTreeNodeBase [Childs=0] - [[4.33, 'OrigDegree']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=2] - [max]
      GTreeNodeBase [Childs=0] - [[5.43, 'CommonNeighbors']]
      GTreeNodeBase [Childs=0] - [[5.51, 'Random']]
  GTreeNodeBase [Childs=0] - [[5.41, 'OrigCoreN']]
"
1993,A,"
GTreeNodeBase [Childs=0] - [[3.25, 'OrigBetweenness']]
","
GTreeNodeBase [Childs=0] - [[3.25, 'OrigBetweenness']]
","
GTreeNodeBase [Childs=0] - [[3.25, 'OrigBetweenness']]
","
GTreeNodeBase [Childs=0] - [[3.25, 'OrigBetweenness']]
"
1993,B,"
GTreeNodeBase [Childs=0] - [[4.23, 'SameCommunity']]
","
GTreeNodeBase [Childs=0] - [[6.0, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[6.0, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[14.84, 'Loop']]
"
1993,C,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=2] - [+]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=0] - [[3.89, 'Loop']]
      GTreeNodeBase [Childs=0] - [[0.41, 'NumberOfEdges']]
    GTreeNodeBase [Childs=2] - [+]
      GTreeNodeBase [Childs=0] - [[3.04, 'CommonNeighbors']]
      GTreeNodeBase [Childs=2] - [-]
        GTreeNodeBase [Childs=0] - [[2.15, 'Loop']]
        GTreeNodeBase [Childs=0] - [[3.04, 'TargEccentricity']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [log]
    GTreeNodeBase [Childs=0] - [[7.26, 'NormalizedOrigDegree']]
  GTreeNodeBase [Childs=0] - [[0.41, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[1.65, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[3.89, 'Loop']]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[3.04, 'CommonNeighbors']]
    GTreeNodeBase [Childs=0] - [[7.72, 'OrigCoreN']]
"
1993,L,"
GTreeNodeBase [Childs=2] - [N]
  GTreeNodeBase [Childs=0] - [[3.48, 'RevDistance']]
","
GTreeNodeBase [Childs=2] - [opp]
  GTreeNodeBase [Childs=0] - [[1.99, 'OrigCoreN']]
","
GTreeNodeBase [Childs=0] - [[11.23, 'Loop']]
","
GTreeNodeBase [Childs=2] - [log]
  GTreeNodeBase [Childs=0] - [[11.23, 'Loop']]
"
1993,T,"
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[6.5, 'TargBetweenness']]
    GTreeNodeBase [Childs=0] - [[5.18, 'OrigClustering']]
  GTreeNodeBase [Childs=0] - [[6.45, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=2] - [*]
      GTreeNodeBase [Childs=0] - [[0.06, 'CommonNeighbors']]
      GTreeNodeBase [Childs=2] - [max]
        GTreeNodeBase [Childs=0] - [[9.84, 'Loop']]
        GTreeNodeBase [Childs=0] - [[7.58, 'TargDegree']]
    GTreeNodeBase [Childs=2] - [abs]
      GTreeNodeBase [Childs=2] - [<]
        GTreeNodeBase [Childs=0] - [[9.4, 'OrigId']]
        GTreeNodeBase [Childs=0] - [[1.25, 'Random']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [+]
    GTreeNodeBase [Childs=2] - [abs]
      GTreeNodeBase [Childs=0] - [[2.98, 'NormalizedOrigId']]
    GTreeNodeBase [Childs=0] - [[6.68, 'OrigId']]
  GTreeNodeBase [Childs=2] - [max]
    GTreeNodeBase [Childs=2] - [max]
      GTreeNodeBase [Childs=2] - [<]
        GTreeNodeBase [Childs=2] - [/]
          GTreeNodeBase [Childs=0] - [[3.46, 'TargId']]
          GTreeNodeBase [Childs=0] - [[8.64, 'SameCommunity']]
        GTreeNodeBase [Childs=0] - [[5.18, 'NormalizedOrigId']]
      GTreeNodeBase [Childs=0] - [[2.65, 'CommonNeighbors']]
    GTreeNodeBase [Childs=0] - [[0.8, 'Distance']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [opp]
    GTreeNodeBase [Childs=0] - [[0.33, 'TargCoreN']]
  GTreeNodeBase [Childs=0] - [[10.65, 'TargCoreN']]
"
1993,TL,"
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=0] - [[6.28, 'OrigClustering']]
    GTreeNodeBase [Childs=0] - [[3.05, 'NormalizedRevDistance']]
","
GTreeNodeBase [Childs=0] - [[9.28, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=0] - [[6.28, 'OrigClustering']]
    GTreeNodeBase [Childs=0] - [[3.05, 'NormalizedRevDistance']]
","
GTreeNodeBase [Childs=2] - [log]
  GTreeNodeBase [Childs=0] - [[11.99, 'CommonNeighbors']]
"
1994,A,,,,
1994,B,"
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[6.69, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[6.95, 'Random']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=0] - [[12.15, 'CommonNeighbors']]
    GTreeNodeBase [Childs=0] - [[4.25, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [H]
    GTreeNodeBase [Childs=0] - [[5.48, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=0] - [[12.15, 'CommonNeighbors']]
    GTreeNodeBase [Childs=2] - [>]
      GTreeNodeBase [Childs=0] - [[9.11, 'CommonNeighbors']]
      GTreeNodeBase [Childs=0] - [[12.15, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[6.12, 'Random']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[6.69, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[4.25, 'Random']]
"
1994,C,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=2] - [opp]
    GTreeNodeBase [Childs=2] - [log]
      GTreeNodeBase [Childs=0] - [[6.95, 'Distance']]
","
GTreeNodeBase [Childs=2] - [opp]
  GTreeNodeBase [Childs=2] - [opp]
    GTreeNodeBase [Childs=0] - [[8.18, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=2] - [opp]
    GTreeNodeBase [Childs=0] - [[9.3, 'OrigBetweenness']]
  GTreeNodeBase [Childs=0] - [[2.9, 'OrigBetweenness']]
","
GTreeNodeBase [Childs=2] - [opp]
  GTreeNodeBase [Childs=0] - [[6.24, 'TargBetweenness']]
"
1994,L,"
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[10.12, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [+]
    GTreeNodeBase [Childs=0] - [[4.03, 'Loop']]
    GTreeNodeBase [Childs=0] - [[0.71, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[10.12, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [N]
    GTreeNodeBase [Childs=0] - [[10.12, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [+]
  GTreeNodeBase [Childs=0] - [[0.71, 'SameCommunity']]
  GTreeNodeBase [Childs=0] - [[0.71, 'TargPagerank']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[10.12, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [N]
    GTreeNodeBase [Childs=2] - [abs]
      GTreeNodeBase [Childs=0] - [[0.71, 'SameCommunity']]
"
1994,T,"
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=0] - [[5.39, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[0.86, 'TargCoreN']]
","
GTreeNodeBase [Childs=0] - [[10.19, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [opp]
  GTreeNodeBase [Childs=0] - [[0.86, 'TargCoreN']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[5.39, 'CommonNeighbors']]
"
1994,TL,"
GTreeNodeBase [Childs=0] - [[0.67, 'Loop']]
","
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=0] - [[2.59, 'Loop']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[0.62, 'OrigCoreN']]
  GTreeNodeBase [Childs=0] - [[1.88, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[2.53, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [+]
    GTreeNodeBase [Childs=0] - [[2.39, 'Loop']]
    GTreeNodeBase [Childs=0] - [[1.88, 'SameCommunity']]
"
1995,A,"
GTreeNodeBase [Childs=0] - [[0.4, 'OrigBetweenness']]
","
GTreeNodeBase [Childs=0] - [[0.4, 'OrigBetweenness']]
","
GTreeNodeBase [Childs=0] - [[0.4, 'OrigBetweenness']]
","
GTreeNodeBase [Childs=0] - [[0.4, 'OrigBetweenness']]
"
1995,B,"
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=0] - [[2.3, 'NormalizedDistance']]
      GTreeNodeBase [Childs=2] - [opp]
        GTreeNodeBase [Childs=0] - [[12.97, 'CommonNeighbors']]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=2] - [H]
        GTreeNodeBase [Childs=0] - [[5.3, 'RevDistance']]
      GTreeNodeBase [Childs=2] - [N]
        GTreeNodeBase [Childs=0] - [[0.67, 'OrigId']]
  GTreeNodeBase [Childs=0] - [[2.51, 'OrigCoreN']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=0] - [[2.3, 'NormalizedDistance']]
      GTreeNodeBase [Childs=2] - [<]
        GTreeNodeBase [Childs=2] - [>]
          GTreeNodeBase [Childs=0] - [[0.17, 'NormalizedOrigId']]
          GTreeNodeBase [Childs=0] - [[3.97, 'OrigClustering']]
        GTreeNodeBase [Childs=0] - [[1.92, 'TargBetweenness']]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=0] - [[4.21, 'OrigDegree']]
      GTreeNodeBase [Childs=2] - [N]
        GTreeNodeBase [Childs=0] - [[0.67, 'OrigId']]
  GTreeNodeBase [Childs=0] - [[1.92, 'OrigCoreN']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=0] - [[6.82, 'TargClustering']]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=2] - [H]
        GTreeNodeBase [Childs=0] - [[5.3, 'RevDistance']]
      GTreeNodeBase [Childs=2] - [N]
        GTreeNodeBase [Childs=0] - [[0.67, 'OrigId']]
  GTreeNodeBase [Childs=0] - [[2.51, 'OrigCoreN']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [+]
    GTreeNodeBase [Childs=2] - [exp]
      GTreeNodeBase [Childs=0] - [[2.85, 'OrigBetweenness']]
    GTreeNodeBase [Childs=0] - [[0.67, 'OrigId']]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=2] - [>]
      GTreeNodeBase [Childs=0] - [[2.85, 'OrigDegree']]
      GTreeNodeBase [Childs=2] - [min]
        GTreeNodeBase [Childs=2] - [H]
          GTreeNodeBase [Childs=0] - [[4.21, 'OrigDegree']]
        GTreeNodeBase [Childs=2] - [=]
          GTreeNodeBase [Childs=2] - [inv]
            GTreeNodeBase [Childs=0] - [[8.34, 'OrigId']]
          GTreeNodeBase [Childs=0] - [[1.92, 'TargBetweenness']]
    GTreeNodeBase [Childs=0] - [[2.51, 'OrigCoreN']]
"
1995,C,"
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[1.97, 'RevDistance']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=0] - [[3.89, 'TargCoreN']]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=2] - [/]
        GTreeNodeBase [Childs=0] - [[4.79, 'NormalizedTargDegree']]
        GTreeNodeBase [Childs=0] - [[0.75, 'SameCommunity']]
      GTreeNodeBase [Childs=2] - [>]
        GTreeNodeBase [Childs=0] - [[7.62, 'RevDistance']]
        GTreeNodeBase [Childs=2] - [max]
          GTreeNodeBase [Childs=0] - [[7.01, 'OrigCloseness']]
          GTreeNodeBase [Childs=0] - [[3.14, 'TargDegree']]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[2.64, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=0] - [[2.29, 'OrigCoreN']]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=0] - [[11.92, 'Random']]
      GTreeNodeBase [Childs=2] - [>]
        GTreeNodeBase [Childs=0] - [[6.5, 'RevDistance']]
        GTreeNodeBase [Childs=0] - [[1.1, 'SameCommunity']]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[2.64, 'CommonNeighbors']]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=2] - [>]
        GTreeNodeBase [Childs=0] - [[0.06, 'TargCoreN']]
        GTreeNodeBase [Childs=0] - [[5.56, 'NormalizedRevDistance']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=0] - [[2.29, 'OrigCoreN']]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=0] - [[11.92, 'Random']]
      GTreeNodeBase [Childs=0] - [[8.18, 'TargBetweenness']]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[2.64, 'CommonNeighbors']]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=2] - [>]
        GTreeNodeBase [Childs=0] - [[0.06, 'TargCoreN']]
        GTreeNodeBase [Childs=0] - [[5.56, 'NormalizedRevDistance']]
"
1995,L,"
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=0] - [[4.77, 'Loop']]
  GTreeNodeBase [Childs=2] - [H]
    GTreeNodeBase [Childs=0] - [[1.51, 'NormalizedTargDegree']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=0] - [[4.77, 'Loop']]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=2] - [<]
      GTreeNodeBase [Childs=2] - [log]
        GTreeNodeBase [Childs=2] - [log]
          GTreeNodeBase [Childs=2] - [log]
            GTreeNodeBase [Childs=0] - [[3.08, 'Constant']]
      GTreeNodeBase [Childs=2] - [H]
        GTreeNodeBase [Childs=0] - [[3.2, 'TargPagerank']]
    GTreeNodeBase [Childs=0] - [[0.3, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [log]
  GTreeNodeBase [Childs=0] - [[4.77, 'Loop']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[4.45, 'Loop']]
  GTreeNodeBase [Childs=2] - [log]
    GTreeNodeBase [Childs=2] - [log]
      GTreeNodeBase [Childs=0] - [[0.3, 'CommonNeighbors']]
"
1995,T,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.9, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.9, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.11, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.9, 'CommonNeighbors']]
"
1995,TL,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.16, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [log]
    GTreeNodeBase [Childs=2] - [abs]
      GTreeNodeBase [Childs=2] - [>]
        GTreeNodeBase [Childs=0] - [[1.39, 'Distance']]
        GTreeNodeBase [Childs=0] - [[8.69, 'NormalizedTargDegree']]
  GTreeNodeBase [Childs=0] - [[8.33, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[1.91, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[3.16, 'CommonNeighbors']]
"
1996,A,"
GTreeNodeBase [Childs=0] - [[0.37, 'OrigBetweenness']]
","
GTreeNodeBase [Childs=0] - [[0.37, 'OrigBetweenness']]
","
GTreeNodeBase [Childs=0] - [[0.66, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[0.37, 'OrigBetweenness']]
"
1996,B,"
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=0] - [[11.4, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[3.55, 'OrigId']]
","
GTreeNodeBase [Childs=2] - [opp]
  GTreeNodeBase [Childs=0] - [[4.0, 'NumberOfEdges']]
","
GTreeNodeBase [Childs=2] - [opp]
  GTreeNodeBase [Childs=0] - [[4.0, 'NumberOfEdges']]
","
GTreeNodeBase [Childs=2] - [opp]
  GTreeNodeBase [Childs=2] - [/]
    GTreeNodeBase [Childs=0] - [[3.27, 'OrigBetweenness']]
    GTreeNodeBase [Childs=0] - [[5.86, 'SameCommunity']]
"
1996,C,"
GTreeNodeBase [Childs=2] - [log]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=0] - [[4.29, 'CommonNeighbors']]
    GTreeNodeBase [Childs=0] - [[4.26, 'OrigBetweenness']]
","
GTreeNodeBase [Childs=2] - [<]
  GTreeNodeBase [Childs=0] - [[0.95, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[3.3, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[7.44, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[4.29, 'CommonNeighbors']]
"
1996,L,"
GTreeNodeBase [Childs=0] - [[5.69, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[5.69, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[0.94, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[5.69, 'Loop']]
"
1996,T,"
GTreeNodeBase [Childs=2] - [max]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[9.15, 'Loop']]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=2] - [=]
      GTreeNodeBase [Childs=0] - [[5.19, 'Loop']]
      GTreeNodeBase [Childs=2] - [<]
        GTreeNodeBase [Childs=2] - [exp]
          GTreeNodeBase [Childs=0] - [[1.04, 'NormalizedTargId']]
        GTreeNodeBase [Childs=2] - [log]
          GTreeNodeBase [Childs=2] - [<]
            GTreeNodeBase [Childs=0] - [[2.69, 'Loop']]
            GTreeNodeBase [Childs=0] - [[14.47, 'OrigBetweenness']]
    GTreeNodeBase [Childs=2] - [<]
      GTreeNodeBase [Childs=0] - [[1.05, 'OrigCloseness']]
      GTreeNodeBase [Childs=0] - [[2.69, 'Loop']]
","
GTreeNodeBase [Childs=2] - [max]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[9.15, 'Loop']]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=2] - [=]
      GTreeNodeBase [Childs=0] - [[5.19, 'Loop']]
      GTreeNodeBase [Childs=2] - [<]
        GTreeNodeBase [Childs=2] - [exp]
          GTreeNodeBase [Childs=2] - [*]
            GTreeNodeBase [Childs=0] - [[2.28, 'OrigDegree']]
            GTreeNodeBase [Childs=0] - [[2.62, 'OrigCoreN']]
        GTreeNodeBase [Childs=0] - [[7.58, 'TargEccentricity']]
    GTreeNodeBase [Childs=2] - [<]
      GTreeNodeBase [Childs=0] - [[1.05, 'OrigCloseness']]
      GTreeNodeBase [Childs=0] - [[12.47, 'Loop']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[9.15, 'Loop']]
","
GTreeNodeBase [Childs=2] - [<]
  GTreeNodeBase [Childs=2] - [inv]
    GTreeNodeBase [Childs=0] - [[1.27, 'NormalizedOrigDegree']]
  GTreeNodeBase [Childs=0] - [[7.58, 'Loop']]
"
